New Episode:
0,1297,1.18,1156

New Episode:
2,1302.222,6.442274,1161.062
2,1302.224,6.437163,1161.064
2,1302.242,6.426528,1161.082
2,1302.249,6.399548,1161.089
2,1302.25,6.359714,1161.09
2,1302.246,6.310218,1161.087
2,1302.242,6.256284,1161.083
2,1302.241,6.201747,1161.083
2,1302.245,6.147815,1161.084
2,1302.252,6.094945,1161.089
2,1302.263,6.043452,1161.095
2,1302.277,5.99362,1161.104
2,1302.294,5.9631,1161.112
2,1302.32,5.950996,1161.128
2,1302.354,5.94874,1161.149
2,1302.397,5.951172,1161.177
2,1302.446,5.95467,1161.21
2,1302.5,5.957275,1161.247
2,1302.557,5.958407,1161.286
2,1302.617,5.958221,1161.328
2,1302.679,5.955771,1161.37
2,1302.741,5.949308,1161.411
2,1302.802,5.937318,1161.451
2,1302.86,5.920328,1161.486
2,1302.912,5.89951,1161.514
2,1302.957,5.876543,1161.534
2,1302.995,5.853287,1161.545
2,1303.026,5.831671,1161.549
2,1303.051,5.812767,1161.546
2,1303.07,5.797406,1161.537
2,1303.085,5.786649,1161.523
2,1303.096,5.781541,1161.505
2,1303.104,5.782078,1161.484
2,1303.113,5.788433,1161.462
2,1303.123,5.799551,1161.442
2,1303.135,5.813542,1161.425
2,1303.149,5.828384,1161.411
2,1303.165,5.842255,1161.401
2,1303.182,5.853715,1161.396
2,1303.201,5.861314,1161.394
2,1303.22,5.86396,1161.396
2,1303.238,5.860859,1161.402
2,1303.254,5.851726,1161.408
2,1303.267,5.83685,1161.415
2,1303.276,5.817237,1161.421
2,1303.28,5.794418,1161.424
2,1303.28,5.770179,1161.424
2,1303.276,5.745846,1161.42
2,1303.267,5.722908,1161.412
2,1303.256,5.702715,1161.401
2,1303.242,5.686439,1161.388
2,1303.225,5.67501,1161.372
2,1303.208,5.669472,1161.356
2,1303.191,5.6697,1161.34
2,1303.174,5.6748,1161.326
2,1303.159,5.683444,1161.315
2,1303.146,5.694273,1161.307
2,1303.136,5.706004,1161.303
2,1303.128,5.717187,1161.303
2,1303.124,5.72638,1161.307
2,1303.123,5.732284,1161.314
2,1303.124,5.733919,1161.325
2,1303.127,5.730366,1161.337
2,1303.13,5.721832,1161.35
2,1303.135,5.708929,1161.362
2,1303.138,5.69254,1161.373
2,1303.141,5.673828,1161.381
2,1303.141,5.654666,1161.386
2,1303.139,5.636336,1161.388
2,1303.134,5.61987,1161.387
2,1303.128,5.60605,1161.384
2,1303.12,5.59543,1161.378
2,1303.11,5.588546,1161.371
2,1303.1,5.585623,1161.363
2,1303.09,5.586689,1161.355
2,1303.081,5.591481,1161.349
2,1303.073,5.599403,1161.343
2,1303.067,5.609196,1161.34
2,1303.063,5.619731,1161.339
2,1303.063,5.629829,1161.34
2,1303.066,5.638443,1161.343
2,1303.071,5.644807,1161.348
2,1303.079,5.648743,1161.354
2,1303.089,5.649826,1161.36
2,1303.1,5.647823,1161.367
2,1303.112,5.642787,1161.372
2,1303.124,5.635036,1161.377
2,1303.134,5.625003,1161.379
2,1303.143,5.6135,1161.379
2,1303.148,5.601472,1161.376
2,1303.151,5.58976,1161.371
2,1303.151,5.578948,1161.365
2,1303.149,5.569053,1161.357
2,1303.144,5.560531,1161.348
2,1303.137,5.553936,1161.338
2,1303.129,5.549767,1161.327
2,1303.12,5.548266,1161.316
2,1303.11,5.548829,1161.306
2,1303.101,5.551242,1161.296
2,1303.094,5.555095,1161.288
2,1303.088,5.559737,1161.281
2,1303.084,5.564394,1161.275
2,1303.083,5.56885,1161.271
2,1303.084,5.572497,1161.269
2,1303.088,5.574752,1161.268
2,1303.094,5.575054,1161.267
2,1303.102,5.572907,1161.268
2,1303.111,5.568494,1161.27
2,1303.122,5.561818,1161.271
2,1303.133,5.553115,1161.273
2,1303.143,5.542944,1161.274
2,1303.151,5.53209,1161.275
2,1303.158,5.520299,1161.275
2,1303.163,5.508196,1161.274
2,1303.166,5.496315,1161.273
2,1303.167,5.485097,1161.272
2,1303.166,5.474944,1161.271
2,1303.162,5.466973,1161.269
2,1303.157,5.461403,1161.267
2,1303.151,5.458252,1161.266
2,1303.143,5.457409,1161.265
2,1303.136,5.45864,1161.264
2,1303.129,5.461099,1161.264
2,1303.123,5.464394,1161.265
2,1303.118,5.468152,1161.267
2,1303.115,5.471956,1161.269
2,1303.115,5.47535,1161.272
2,1303.116,5.477762,1161.276
2,1303.119,5.478731,1161.281
2,1303.125,5.477879,1161.286
2,1303.132,5.474942,1161.292
2,1303.14,5.469808,1161.297
2,1303.149,5.46255,1161.303
2,1303.159,5.453449,1161.308
2,1303.167,5.442956,1161.313
2,1303.174,5.431614,1161.317
2,1303.18,5.419974,1161.32
2,1303.183,5.40908,1161.323
2,1303.185,5.399334,1161.325
2,1303.184,5.390996,1161.326
2,1303.182,5.384244,1161.327
2,1303.177,5.37919,1161.327
2,1303.172,5.375517,1161.327
2,1303.166,5.373226,1161.326
2,1303.159,5.372308,1161.325
2,1303.152,5.372696,1161.324
2,1303.145,5.374261,1161.323
2,1303.139,5.376681,1161.321
2,1303.133,5.379714,1161.32
2,1303.129,5.383067,1161.319
2,1303.126,5.386398,1161.318
2,1303.124,5.389343,1161.317
2,1303.125,5.392011,1161.316
